"PERIODE";"IAS_brut";"IAS_lisse";"Incidence_Sentinelles"
2013-08-29;0,5;0,6;0,3
2013-08-30;0,8;0,6;0,3
2013-08-31;0,3;0,6;0,3
2013-09-01;33,4;0,6;0,3
2013-09-02;0,6;0,7;1
2013-09-03;0,6;0,7;1
2013-09-04;0,8;0,8;1
2013-09-05;0,9;0,8;1
2013-09-06;0,8;0,9;1
2013-09-07;1;0,9;1
2013-09-08;24,1;1;1
2013-09-09;1,2;1,1;1,1
2013-09-10;0,7;1,1;1,1
2013-09-11;1,7;1,2;1,1
2013-09-12;2;1,2;1,1
2013-09-13;0,7;1,4;1,1
2013-09-14;1;1,5;1,1
2013-09-15;84,2;1,7;1,1
2013-09-16;1,3;2;2,1
2013-09-17;2,3;2,3;2,1
2013-09-18;3,5;2,7;2,1
2013-09-19;2,7;3;2,1
2013-09-20;4,6;3,3;2,1
2013-09-21;3,3;3,5;2,1
2013-09-22;246,9;3,6;2,1
2013-09-23;4,2;3,7;1,1
2013-09-24;3,6;3,6;1,1
2013-09-25;4,4;3,5;1,1
2013-09-26;2,8;3,3;1,1
2013-09-27;2,9;3,2;1,1
2013-09-28;2,6;3,1;1,1
2013-09-29;1,9;3,1;1,1
2013-09-30;3;3,1;2,1
2013-10-01;2,5;3,1;2,1
2013-10-02;3,7;3,1;2,1
2013-10-03;10,8;3,2;2,1
2013-10-04;2,3;3,1;2,1
2013-10-05;3,5;3;2,1
2013-10-06;7,4;2,9;2,1
2013-10-07;2,9;2,8;2,7
2013-10-08;2,6;2,7;2,7
2013-10-09;2,9;2,7;2,7
2013-10-10;2,1;2,7;2,7
2013-10-11;2,3;2,7;2,7
2013-10-12;2;2,8;2,7
2013-10-13;35,8;2,8;2,7
2013-10-14;6,2;2,8;3,3
2013-10-15;2;2,8;3,3
2013-10-16;2,5;2,7;3,3
2013-10-17;3,1;2,6;3,3
2013-10-18;2,3;2,5;3,3
2013-10-19;1,7;2,4;3,3
2013-10-20;0,9;2,2;3,3
2013-10-21;2,6;2,1;3,6
2013-10-22;2,2;2;3,6
2013-10-23;1,7;2;3,6
2013-10-24;1,8;2;3,6
2013-10-25;1,5;1,9;3,6
2013-10-26;1,9;1,9;3,6
2013-10-27;16,6;1,9;3,6
2013-10-28;2,8;1,8;2,3
2013-10-29;1,7;1,8;2,3
2013-10-30;1,4;1,9;2,3
2013-10-31;1,7;1,9;2,3
2013-11-01;23,5;2;2,3
2013-11-02;1;2;2,3
2013-11-03;6,9;2;2,3
2013-11-04;3,8;1,9;2,4
2013-11-05;2,1;1,9;2,4
2013-11-06;2,3;1,8;2,4
2013-11-07;1,5;1,7;2,4
2013-11-08;0,7;1,6;2,4
2013-11-09;1;1,5;2,4
2013-11-10;5,1;1,4;2,4
2013-11-11;3,4;1,5;3
2013-11-12;1,1;1,6;3
2013-11-13;1,7;1,8;3
2013-11-14;2,8;2;3
2013-11-15;1,8;2,3;3
2013-11-16;1,7;2,6;3
2013-11-17;69,9;2,9;3
2013-11-18;5;3,3;5
2013-11-19;3,9;3,5;5
2013-11-20;4,1;3,8;5
2013-11-21;3,5;4;5
2013-11-22;4,1;4,2;5
2013-11-23;2,8;4,3;5
2013-11-24;55,1;4,5;5
2013-11-25;5,4;4,6;4
2013-11-26;4,5;4,7;4
2013-11-27;6,6;4,8;4
2013-11-28;6;4,9;4
2013-11-29;3,3;5,1;4
2013-11-30;2,2;5,2;4
2013-12-01;99,1;5,3;4
2013-12-02;8,9;5,4;4
2013-12-03;6,7;5,5;4
2013-12-04;5,2;5,8;4
2013-12-05;4,8;6;4
2013-12-06;5,9;6,3;4
2013-12-07;3,7;6,6;4
2013-12-08;12,1;6,9;4
2013-12-09;11,4;7,1;5,4
2013-12-10;7;7,4;5,4
2013-12-11;9,8;7,6;5,4
2013-12-12;7,7;7,7;5,4
2013-12-13;6,6;7,9;5,4
2013-12-14;3,9;7,9;5,4
2013-12-15;47,4;7,9;5,4
2013-12-16;9,3;7,7;6,7
2013-12-17;9,6;7,6;6,7
2013-12-18;11;7,4;6,7
2013-12-19;8,7;7,2;6,7
2013-12-20;4,4;6,9;6,7
2013-12-21;2;6,6;6,7
2013-12-22;53,1;6,2;6,7
2013-12-23;9;6;6,7
2013-12-24;0,9;6,1;6,7
2013-12-25;1441;6,8;6,7
2013-12-26;11,9;7,9;6,7
2013-12-27;13,2;8,9;6,7
2013-12-28;6;9,5;6,7
2013-12-29;793,5;9,7;6,7
2013-12-30;9,4;9,8;7,9
2013-12-31;6,9;9,9;7,9
2014-01-01;13,2;10,1;7,9
2014-01-02;17,9;10,2;7,9
2014-01-03;10,3;10,4;7,9
2014-01-04;4,3;10,6;7,9
2014-01-05;713,7;10,7;7,9
2014-01-06;10,9;10,6;10,4
2014-01-07;12,6;10,6;10,4
2014-01-08;12,6;10,7;10,4
2014-01-09;9,3;11,2;10,4
2014-01-10;10,9;11,8;10,4
2014-01-11;4,6;12,3;10,4
2014-01-12;204,1;12,6;10,4
2014-01-13;26,2;12,7;14,3
2014-01-14;11;12,8;14,3
2014-01-15;13,8;12,9;14,3
2014-01-16;16,4;13,1;14,3
2014-01-17;9,1;13,5;14,3
2014-01-18;4,2;14;14,3
2014-01-19;285,7;14,7;14,3
2014-01-20;22,6;15,7;19
2014-01-21;14,3;17;19
2014-01-22;25,3;18,6;19
2014-01-23;23,2;20,7;19
2014-01-24;16,9;23,1;19
2014-01-25;13,7;25,3;19
2014-01-26;206,4;27,2;19
2014-01-27;44,5;28,9;26,7
2014-01-28;33,2;30,4;26,7
2014-01-29;44,9;32,3;26,7
2014-01-30;33;34,3;26,7
2014-01-31;19;36,3;26,7
2014-02-01;18,3;38,4;26,7
2014-02-02;1037,5;40,3;26,7
2014-02-03;88,4;42,1;35,7
2014-02-04;37,7;44,4;35,7
2014-02-05;45,9;47,6;35,7
2014-02-06;64,2;51,3;35,7
2014-02-07;34,3;54,9;35,7
2014-02-08;18,8;58,1;35,7
2014-02-09;2627,7;60,9;35,7
2014-02-10;154,6;63,4;46,4
2014-02-11;61,2;66,1;46,4
2014-02-12;70,5;69,4;46,4
2014-02-13;75,5;73,2;46,4
2014-02-14;42,7;76,8;46,4
2014-02-15;33,4;79;46,4
2014-02-16;923,6;80,2;46,4
2014-02-17;193,8;81,1;41,7
2014-02-18;102,4;82,2;41,7
2014-02-19;86,4;82,8;41,7
2014-02-20;76;82,2;41,7
2014-02-21;43,7;79;41,7
2014-02-22;32,8;72,9;41,7
2014-02-23;1175,7;65,2;41,7
2014-02-24;177,8;58;32,7
2014-02-25;58,3;52,1;32,7
2014-02-26;54,3;46,7;32,7
2014-02-27;24,1;41,4;32,7
2014-02-28;19,5;36,1;32,7
2014-03-01;12,3;30,9;32,7
2014-03-02;677,4;26,1;32,7
2014-03-03;49,2;22,6;19,1
2014-03-04;20,1;20,3;19,1
2014-03-05;19,5;18,5;19,1
2014-03-06;19;16,6;19,1
2014-03-07;7,2;14,5;19,1
2014-03-08;3,8;12,4;19,1
2014-03-09;2733,7;10,4;19,1
2014-03-10;14,3;8,8;9,9
2014-03-11;10,6;7,9;9,9
2014-03-12;6,4;7,2;9,9
2014-03-13;4,7;6,8;9,9
2014-03-14;4,7;6,4;9,9
2014-03-15;2,3;6;9,9
2014-03-16;226,6;5,6;9,9
2014-03-17;11,3;5,3;5,3
2014-03-18;5,2;5,1;5,3
2014-03-19;3,7;4,9;5,3
2014-03-20;6,8;4,6;5,3
2014-03-21;3,2;4,4;5,3
2014-03-22;2;4;5,3
2014-03-23;33,5;3,7;5,3
2014-03-24;4;3,4;5
2014-03-25;3,5;3,2;5
2014-03-26;4;3,1;5
2014-03-27;3,2;3;5
2014-03-28;1,7;3;5
2014-03-29;2;2,9;5
2014-03-30;83,6;2,8;5
2014-03-31;3;2,7;NA
2014-04-01;3,6;2,5;NA
2014-04-02;3,6;2,5;NA
2014-04-03;1,8;2,4;NA
2014-04-04;2;2,4;NA
2014-04-05;0,7;2,4;NA
2014-04-06;7,8;2,3;NA
2014-04-07;2,5;2,2;NA
2014-04-08;4,1;2,2;NA
2014-04-09;2,9;2,2;NA
2014-04-10;2,1;2,1;NA
2014-04-11;1,3;2;NA
2014-04-12;0,8;1,9;NA
2014-04-13;77,9;1,8;NA
2014-04-14;2,7;1,7;NA
2014-04-15;1;1,6;NA
2014-04-16;1,6;1,6;NA
2014-04-17;0,4;1,6;NA
